,application_id,candidate_titles,cos_sim_score,filtered_candidate_briefs,percentiles,candidate_country,id,status,application_stage,job_id
154,1020953,"['IT Support', 'Social Media Coordinator', 'Full-stack web Developer', 'Designer / IT Support Officer']",0.079988628625869,"{'data': {'extra': None, 'state': 'Lagos State', 'country': 'NG'}, 'most_recent_title': 'Branch operations'}",REJECT_BOTTOM_20,NG,1020953,CLOSED,SCREENING,1000182.0
155,1018533,"['Software Engineer', 'Back End Developer', 'Software Engineer', 'Senior Software Engineer']",0.364176392555236,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'senior research executive'}",REJECT_20_TO_50,KE,1018533,CLOSED,SCREENING,1000167.0
156,1018748,"['Underwriting Intern', 'Senior Risk Manager', 'Investment Consultant']",0.32210499048233,"{'data': {'extra': None, 'state': None, 'country': 'RW'}, 'most_recent_title': 'party planner'}",REJECT_50_TO_70,RW,1018748,CLOSED,SCREENING,1000140.0
157,1018862,"['android developer', 'application developer']",0.438671231269836,"{'data': {'extra': None, 'state': None, 'country': 'ZA'}, 'most_recent_title': 'Business Development Specialist'}",REJECT_50_TO_70,ZA,1018862,ACTIVE,SCREENING,1000167.0
158,1018974,"['director of companies', 'credit analyst', 'business development consultant', 'head: business origination', 'credit risk analyst', 'founder and director of refinc consulting', 'senior credit analysit', 'enterprise and supplier development manager', 'regional manager: credit lending', 'credit executive', 'chief executive officer and co-founder', 'co-founder and chief executive officer']",0.5687261819839471,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Accountant'}",REJECT_50_TO_70,KE,1018974,CLOSED,CONTACTED,1000151.0
159,1019424,"['Business Sales Executive', 'Business Development Manager', 'Business Development Specialist', 'Sales Executive - Sendy supply', 'Business Development Executive - Sendy Fulfillment', 'Client Relationship Specialist', 'Business Development Executive', 'Business Development Manager', 'Business Development Manager']",0.487690895795822,"{'data': {'extra': None, 'state': None, 'country': 'US'}, 'most_recent_title': 'National Support Training and Development Consultant'}",ACCEPT_70_TO_100,US,1019424,CLOSED,SCREENING,1103.0
160,1015117,['farm manager'],0.485274702310562,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Intern'}",REJECT_50_TO_70,KE,1015117,ACTIVE,INTERVIEWING,1000155.0
161,1016951,"['Production and Training Manager', 'Farm Manager', 'Production Manager']",0.495356380939483,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Programme Assistant/Personal Assistant to Managing Director'}",ACCEPT_70_TO_100,KE,1016951,PAUSED,SHORTLISTED,1000155.0
162,1018685,"['Office Assistance', 'Web Developer', 'Lead Mobile Engineer', 'Mobile Engineer']",0.230295538902282,"{'data': {'extra': None, 'state': 'Karnataka', 'country': 'IN'}, 'most_recent_title': 'Facility executive'}",REJECT_BOTTOM_20,IN,1018685,CLOSED,CONTACTED,1000123.0
163,1019448,"['Customer Care Executive', 'Customer Service Executive', 'Relationship Manager', 'Partner Account Manager - Enterprise', 'Senior Account Manager', 'Regional Manager, Partnerships and Strategic Alliances (Africa)']",0.272430181503295,"{'data': {'extra': None, 'state': 'Catalonia', 'country': 'ES'}, 'most_recent_title': 'Freelance Journalist'}",REJECT_50_TO_70,ES,1019448,CLOSED,SCREENING,1000168.0
164,1018986,"['Early Childhood Development and Youth Coordinator', 'Early Childhood Development Programme Officer ', 'Early Childhood Development Specialist']",0.445882409811019,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Assistant Electrical Engineer'}",ACCEPT_70_TO_100,KE,1018986,CLOSED,CONTACTED,1000171.0
165,1019015,['executive director'],0.184137538075447,"{'data': {'extra': None, 'state': None, 'country': 'NG'}, 'most_recent_title': 'Intern'}",REJECT_20_TO_50,NG,1019015,CLOSED,CONTACTED,1000166.0
166,1019029,"['Operations Administrator', 'Private Equity Research Intern', 'Private Equity Research Analyst', 'Investment Analyst', 'Senior Investment Analyst', 'Chief Of Staff', 'Product Manager']",0.5802984237670891,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Scheduler,Operations Superintendent'}",ACCEPT_70_TO_100,KE,1019029,ACTIVE,INTERVIEWING,1000147.0
167,1019447,"['Industrial Trainee', 'Assistant Supervisor, Packing and Removal Services/ Haulage services/Warehouse Assistant', 'Customer Services Agent', 'Logistics/Fleet Admin Officer', 'Fleet Management Officer', 'Logistics Operations Supervisor', 'Fleet Consultant', 'Driver Acquisition and Onboarding Lead']",0.183955758810043,"{'data': {'extra': None, 'state': None, 'country': 'US'}, 'most_recent_title': 'Enterprise Sales Eurowest'}",REJECT_BOTTOM_20,US,1019447,CLOSED,SCREENING,1000169.0
168,1019449,"['sector manager', 'business development manager', 'digital banking - business development manager']",0.348906695842742,"{'data': {'extra': None, 'state': 'Nairobi County', 'country': 'KE'}, 'most_recent_title': 'Junior Software Engineer -  Frontend '}",ACCEPT_70_TO_100,KE,1019449,CLOSED,SCREENING,1000168.0
169,1021760,"['Agent Trainer', 'Assistant Planning Officer', 'Accounts Assistant - Payables, Shared Services', 'Accounts Payable Team Lead', 'Commercial Finance Officer - General & Modern Trade', 'Finance Manager - Tanzania', 'Finance Excellence Manager - Commercial Finance', 'Group Financial Controller, Africa', 'Business Controller, East & Southern Africa', 'Financial Controller, East Africa, Southern Africa & South Africa', 'Senior Commercial Finance Manager']",0.31718710064888,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Senior Accountant and Head of HR department'}",ACCEPT_70_TO_100,KE,1021760,ACTIVE,CONTACTED,1000180.0
170,1018717,"['I.T Personnel', 'I.C.T. Personnel', 'Software Engineer', 'Java Web Application Developer', 'Senior Specialist - Java Developer', 'Acting Head of Software', 'Head Of Software', 'Lead Developer', 'Software Engineer', 'Senior Software Engineer', 'Senior Software Engineer']",0.477352410554885,"{'data': {'extra': None, 'state': None, 'country': 'ZA'}, 'most_recent_title': 'Brand Ambassador'}",ACCEPT_70_TO_100,ZA,1018717,ACTIVE,SCREENING,1000167.0
171,1018899,"['Human Resource Officer/ Programs Officer ', 'Human Resource Officer -Recruiter ', 'Human Resource Officer (Career development)', 'Senior Human Resource Officer', 'People Operations Manager']",0.249649763107299,"{'data': {'extra': None, 'state': None, 'country': 'MA'}, 'most_recent_title': 'Retail Sales Representative'}",REJECT_50_TO_70,MA,1018899,CLOSED,CONTACTED,1000166.0
172,1018985,"['Credit Officer', 'Administrator', 'Administrator', 'Senior Administrator and Programme Officer', 'Nairobi Manager', 'Analyst, Strategy and Partnerships, Africa', 'Manager, Strategic Engagement & Communications', 'Africa Director', 'Early Childhood Development Lead, East & Southern Africa']",0.5132371187210081,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Industrial attachment-finance'}",ACCEPT_70_TO_100,KE,1018985,CLOSED,CONTACTED,1000171.0
173,1019001,"['Creator, CEO & MD', 'Founder, Chairman', 'Venture Founder (Jobzy - Cohort 2)', 'Creator, CEO & MD', 'Platform Member Leader (Jobzy)', 'Alumni', 'Co-Creator, Product & Growth', 'Bedroom Day Trader', 'Executive Advisor', 'Head of Growth', 'Non-Executive Director', 'Executive Advisor']",0.5208443999290461,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Investment Analyst'}",ACCEPT_70_TO_100,KE,1019001,CLOSED,CONTACTED,1000173.0
174,1019452,"['Program Officer', 'Customer Service Manager']",0.315134406089782,"{'data': {'extra': None, 'state': None, 'country': 'NG'}, 'most_recent_title': 'field support engineer'}",REJECT_50_TO_70,NG,1019452,CLOSED,SCREENING,1000175.0
175,1019453,"['Implementation Engineer', 'Senior Software Developer, Cloud Native Platform', 'Technical Lead', 'Head Of Engineering']",0.390004605054855,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Trainee News Reporter'}",REJECT_20_TO_50,KE,1019453,ACTIVE,SCREENING,1000167.0
176,1020191,"['Student Internship', 'Internship', 'Software Engineer', 'Frontend Lead', 'Senior Frontend Developer']",0.467794775962829,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Senior Associate Accountant'}",ACCEPT_70_TO_100,KE,1020191,CLOSED,CONTACTED,1000183.0
177,1020196,"['Software Developer', 'Software Engineer']",0.307814478874206,"{'data': {'extra': None, 'state': 'victoria', 'country': 'AU'}, 'most_recent_title': 'senior manager'}",REJECT_20_TO_50,AU,1020196,CLOSED,CONTACTED,1000183.0
178,1018726,['associate corporate finance'],0.303176283836364,"{'data': {'extra': None, 'state': 'Lagos State', 'country': 'NG'}, 'most_recent_title': 'Software Engineer Intern'}",REJECT_50_TO_70,NG,1018726,CLOSED,CONTACTED,1000160.0
179,1018876,['Credit Risk Analyst'],0.729367315769195,"{'data': {'extra': None, 'state': 'eastern cape', 'country': 'ZA'}, 'most_recent_title': 'senior npm buyer'}",ACCEPT_70_TO_100,ZA,1018876,CLOSED,CONTACTED,1000151.0
180,1018892,"['records clerk', 'open day sales', 'internship']",0.295146316289901,"{'data': {'extra': None, 'state': 'Rivers State', 'country': 'NG'}, 'most_recent_title': 'Buyer'}",REJECT_BOTTOM_20,NG,1018892,CLOSED,SCREENING,1000171.0
181,1018987,"['IT Support Specialist', 'Android Developer', 'Android Engineer', 'Android Engineer']",0.346085965633392,"{'data': {'extra': None, 'state': None, 'country': 'US'}, 'most_recent_title': 'Country Manager'}",REJECT_BOTTOM_20,US,1018987,CLOSED,CONTACTED,1000173.0
182,1019455,"['Intern', 'Intern at the Information Technology department', 'Sales Specialist', 'Relationship Manager', 'Sales Operations Lead & Administration Manager', 'Channel Operations Lead', 'Channel Account Manager (SSB)', 'Channel Sales Manager (SMB)', 'Head of Affiliates and Dealerships']",0.198433727025985,"{'data': {'extra': None, 'state': None, 'country': 'US'}, 'most_recent_title': 'Finance Operations Associate'}",REJECT_20_TO_50,US,1019455,CLOSED,CONTACTED,1000169.0
183,1019457,"['Accounting Clerk', 'Assistant Event Planner', 'General Manager']",0.199642360210418,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Advertising Executive'}",REJECT_BOTTOM_20,KE,1019457,CLOSED,SCREENING,1000168.0
184,1019456,"['Customer Service Officer', 'Relationship Officer', 'Risk Management Officer', 'Regional Manager', 'Sales Manager', 'Country Representative', 'Country Manager']",0.173734754323959,"{'data': {'extra': None, 'state': None, 'country': 'NG'}, 'most_recent_title': 'Enterprise Support Engineer'}",REJECT_BOTTOM_20,NG,1019456,CLOSED,CONTACTED,1000168.0
185,1018736,"['Architectural Intern', 'Graduate Architect', 'Architect/ Urban Planner', 'Director', 'Head of Business Development and Strategic Partnerships', 'Founder/ Head of Business Development and Partnerships']",0.399530827999115,"{'data': {'extra': None, 'state': None, 'country': 'US'}, 'most_recent_title': 'Sole Proprietor'}",REJECT_20_TO_50,US,1018736,CLOSED,CONTACTED,1000173.0
186,1018879,['Lecturer'],0.247090637683868,"{'data': {'extra': None, 'state': 'Lagos State', 'country': 'NG'}, 'most_recent_title': 'Customer Service Support Specialist'}",REJECT_BOTTOM_20,NG,1018879,CLOSED,CONTACTED,1000171.0
187,1019005,"['Assistant Manager Finance', 'Marketing Officer', 'Sales Director', 'Finance Accounting Consultant', 'Business Associate', 'Direct Sales Agent', 'Sales Representative', 'Sales Representative', 'Researcher and Development Specialist', 'Chief Business Officer']",0.27257239818573,"{'data': {'extra': None, 'state': 'Lagos State', 'country': 'NG'}, 'most_recent_title': 'Retail Relationship Officer'}",ACCEPT_70_TO_100,NG,1019005,PAUSED,CONTACTED,1000136.0
188,1019458,"['Technical Coordinator', 'Cooperatives & Business Development Coordinator', 'Country Director', 'Technical Advisor - Skills Development & Qualification+ Program Coordination ', 'Deputy Country Director - Programmes', 'Partnerships Specialist - Liaison']",0.384526342153549,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Web Developer'}",ACCEPT_70_TO_100,KE,1019458,CLOSED,SCREENING,1000168.0
189,1019459,"['Quality Assurance Intern', 'Manager, Sales and Marketing', 'Digital Marketer', 'Graphic Designer', 'Telemarketer (Customer Retention)', 'Talk Show Host (OBS & AJUWAYA)', 'Face & Host', 'Sales and Marketing Executive', 'Sales and Marketing Executive', 'Growth Executive']",0.300117909908294,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Head, IT and Media Department'}",REJECT_20_TO_50,KE,1019459,ACTIVE,SHORTLISTED,1103.0
190,1017774,"['Junior Software Engineer', 'Android Developer', 'Software Engineer', 'Senior Implementation Engineer', 'BackEnd Developer', 'Software Engineer', 'Back End Developer']",0.42927598953247,"{'data': {'extra': None, 'state': None, 'country': 'US'}, 'most_recent_title': 'Accounting Officer'}",REJECT_50_TO_70,US,1017774,ACTIVE,INTERVIEWING,1000167.0
191,1019467,"['Intern and Project Assistant - Aphia Plus', 'Project Assistant - Kenya Transition Initiative', 'Study Coordinator', 'Study Coordinator', 'Research, Training and Development Coordinator', 'Technical Advisor', 'Consultant M and E Specialist', 'Head of Impact']",0.400240689516067,"{'data': {'extra': None, 'state': None, 'country': 'NG'}, 'most_recent_title': 'office assistant'}",REJECT_50_TO_70,NG,1019467,CLOSED,SCREENING,1000171.0
192,1018751,"['Underwriting Intern', 'Senior Risk Manager', 'Investment Consultant']",0.311392426490783,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Accounts officer'}",REJECT_50_TO_70,KE,1018751,CLOSED,SCREENING,1000162.0
193,1018871,"['Operations Assistant', 'Finance Locum', 'Manager, Finance Operations, LEAP Engineering Kenya', 'Project Manager (Business Operations), Africa Development Center (ADC) East Africa', 'Business Manager, Africa Development Center (ADC) East Africa']",0.398385047912597,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Operations Assistant'}",ACCEPT_70_TO_100,KE,1018871,CLOSED,CONTACTED,1000169.0
194,1019000,"['Advertising Account Executive', 'Senior Marketing Executive', 'Business Development Manager', 'Community Manager', 'Social Media Content Consultant', 'Community & Office Manager ', 'Customer Success Manager', 'Associate Product  & Growth Manager']",0.228120550513267,"{'data': {'extra': None, 'state': None, 'country': 'GH'}, 'most_recent_title': 'Investment Professional'}",REJECT_BOTTOM_20,GH,1019000,CLOSED,CONTACTED,1000173.0
195,1018995,"['Finance & Accounts Intern', 'Data Consultant', 'Chief Executive Officer', 'Finance Assistant', 'Logistics & Operations Assistant', 'General Manager']",0.321750879287719,"{'data': {'extra': None, 'state': None, 'country': 'NG'}, 'most_recent_title': 'Student Intern'}",REJECT_BOTTOM_20,NG,1018995,CLOSED,CONTACTED,1000173.0
196,1019460,"['research and consulting', 'research consultant', 'programs manager', 'programs manager', 'programs manager', 'programs manager']",0.310406625270843,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Investments Trainee'}",REJECT_50_TO_70,KE,1019460,CLOSED,SCREENING,1000169.0
197,1019461,"['Floor supervisor', 'Site agent', 'Customer Service Representative', 'Customer Relations Representative', 'Entrepreneur', 'Online Marketing Consultant', 'International Development Advisor', 'Business Consultant', 'Key Account Executive', 'Business Development Executive']",0.339083075523376,"{'data': {'extra': None, 'state': 'Maharashtra', 'country': 'IN'}, 'most_recent_title': 'Logistics Assistant'}",REJECT_50_TO_70,IN,1019461,ACTIVE,INTERVIEWING,1103.0
198,1020193,"['Software Engineer', 'Software Engineer', 'Software Engineer', 'Blochain trainer', ' Blockchain Trainer , Project Analyst ', 'Frontend Developer']",0.303574919700622,"{'data': {'extra': None, 'state': None, 'country': 'NG'}, 'most_recent_title': 'Software Developer'}",REJECT_20_TO_50,NG,1020193,CLOSED,CONTACTED,1000183.0
199,1018762,"['Finance Intern', 'Hr, Finance and Administration Intern', 'Relationship Officer', 'Credit Officer']",0.221776500344276,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Retail Cashier'}",REJECT_20_TO_50,KE,1018762,CLOSED,CONTACTED,1000021.0
200,1021761,"['Other Work Experiences', 'Accounting Manager - Finance Reporting', 'Finance Manager', 'Head Of Finance', 'General Manager']",0.281863272190094,"{'data': {'extra': None, 'state': 'Haryana', 'country': 'IN'}, 'most_recent_title': 'Article Assistant'}",REJECT_50_TO_70,IN,1021761,ACTIVE,CONTACTED,1000180.0
201,1018885,['Assistant Education Secretary/REA/ CDN East Pokot Education Initiative (EPEI) Coordinator'],0.385959446430206,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Accounts Intern'}",REJECT_20_TO_50,KE,1018885,CLOSED,CONTACTED,1000171.0
202,1019003,"['Market Researcher', 'Regional Research Manager (Africa)', 'Strategy and Research-Regional(Africa)', 'Instructor', 'Managing Director']",0.382128596305847,"{'data': {'extra': None, 'state': 'Gauteng', 'country': 'ZA'}, 'most_recent_title': 'Account Manager (Audit software) CA market and Government Key Accounts'}",ACCEPT_70_TO_100,ZA,1019003,CLOSED,CONTACTED,1000169.0
203,1019462,"['Sales & Marketing Executive', 'Advertising Business Evecutive', 'Business Unit Manager', 'Head Of Marketing, Business Development & Project Management', 'Head of Fundraising and Partnerships', 'Director Fundraising and External Strategy - Africa', 'Advisory Board Member', 'Director of Growth']",0.300156712532043,"{'data': {'extra': None, 'state': 'Nairobi County', 'country': 'KE'}, 'most_recent_title': 'Co-Founder'}",ACCEPT_70_TO_100,KE,1019462,CLOSED,CONTACTED,1000107.0
204,1019463,"['Software Development Intern', 'Software Engineer', 'Youth Selection Committee member for the UN Solutions Summit', 'Software Engineer', 'Founder & CEO', 'Africa for Sustainable Development Fellow - Cohort 3']",0.48882445693016,"{'data': {'extra': None, 'state': None, 'country': 'NG'}, 'most_recent_title': 'Associate Business Consultant'}",ACCEPT_70_TO_100,NG,1019463,CLOSED,CONTACTED,1000173.0
205,1019465,"['Football Writer', 'Sports and Health Reporter', 'Subject Teacher (NYSC)', 'Sports Reporter/Analyst', 'Associate Editor/Human Resources Officer', 'Associate', 'Human Resources Business Partner - Outsourcing ', 'Recruitment Specialist', 'Talent Acquisition Specialist']",0.241363689303398,"{'data': {'extra': None, 'state': None, 'country': 'EG'}, 'most_recent_title': 'Trainer | Master of Ceremony (Presenter) | Motivational Speaker | NLP Practitioner'}",REJECT_50_TO_70,EG,1019465,CLOSED,SCREENING,1000166.0
206,1018909,"['Finance Intern', 'Accountant', 'Procurement Specialist', 'Procurement Officer']",0.418006598949432,"{'data': {'extra': None, 'state': 'Western Cape', 'country': 'ZA'}, 'most_recent_title': 'Owner/Director'}",ACCEPT_70_TO_100,ZA,1018909,CLOSED,SHORTLISTED,1000165.0
207,1018753,"['Intern', 'Officer - Funds Transfer Department', 'Officer - Treasury Back Office ', 'Supervisor - Treasury Back Office ', 'Assistant Manager', 'HEAD - AML/CFT & TRANSACTION MONITORING', 'Project Manager', 'Project Manager & Business Analyst - Finance']",0.308003664016723,"{'data': {'extra': None, 'state': 'gauteng', 'country': 'ZA'}, 'most_recent_title': 'executive sales manager'}",REJECT_BOTTOM_20,ZA,1018753,CLOSED,SCREENING,1000171.0
208,1018882,"['CEO & Founder', 'Portfolio Manager', 'Consultant', 'Consultant', 'Consultant', 'Consultant', 'Various, including Structural Engineer, Project Manager, Assistant GM', 'Chief Operating Officer / Strategy Director', 'Mentor', 'Mentor', 'Chief Operations Officer (Kenya)', 'Senior Project Director']",0.42426598072052,"{'data': {'extra': None, 'state': None, 'country': 'NG'}, 'most_recent_title': 'Financial Accounting Tutor'}",REJECT_50_TO_70,NG,1018882,CLOSED,SCREENING,1000171.0
209,1018911,"['Microfinance Officer/Credit Officer', 'Head Of Credit', 'Head of Business Development and Marketing', 'Head of Business Development and Marketing']",0.371466904878616,"{'data': {'extra': None, 'state': 'Greater Accra Region', 'country': 'GH'}, 'most_recent_title': 'Software Developer'}",REJECT_20_TO_50,GH,1018911,CLOSED,CONTACTED,1000171.0
210,1018996,"['Software developer freelancer -self employed', 'Software Developer Intern', 'Full Stack Software developer', 'Frontend Developer']",0.438055366277694,"{'data': {'extra': None, 'state': 'Nairobi County', 'country': 'KE'}, 'most_recent_title': ' Administration and Human Resource Officer'}",REJECT_50_TO_70,KE,1018996,CLOSED,CONTACTED,1000173.0
211,1019009,"['Material Control Supervisor & Material Database Administrator', 'Senior Stores /Warehouses and Yard Supervisor', 'Procurement / Material Engineer', 'Supply Chain Management & Logistics Supervisor', 'Procurement & Material Control Supervisor', 'Lead Project Buyer (Senior Buyer)', 'Operations Contracts Lead (MRO Category)', 'Lead Technical Turn Around Buyer (Senior Buyer)', 'Procurement Manager / Materials Management', 'Supply Chain Head / Procurement Manager']",0.130506888031959,"{'data': {'extra': None, 'state': None, 'country': 'US'}, 'most_recent_title': 'Head Sap Erp'}",REJECT_20_TO_50,US,1019009,PAUSED,CONTACTED,1000136.0
212,62498,"['Warehouse and Inventory Supervisor, ', 'Procurement Officer', 'Assistant purchasing and supplies coordinator', 'Sourcing and Logistics Manager    ', 'Procurement Lead']",0.6049954295158381,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Information System Support'}",REJECT_20_TO_50,KE,62498,SUCCESS,PROBATION_PASSED,1067.0
213,1019466,"['Lead, Information Management', 'Student Intern, DCPI', 'Team Lead, Global Support Team', 'Country Lead', 'Resource Staffing Lead & ACE Program Coordinator', 'Senior Consultant', 'Manager, Tanzania', 'Recruitment Manager, East Africa', 'Recruitment Consultant, Sub Saharan Africa', 'Co-Founder & Career Coach', 'Lead Executive Recruiter, Tech Leadership ', 'Talent Acquisition Lead, Tech']",0.258376777172088,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Fullstack Web Developer'}",REJECT_50_TO_70,KE,1019466,CLOSED,INTERVIEWING,1000166.0
214,1021854,"['Accounts Clerk', 'Assistant', ""Manager's Assistant"", 'Work-Study', 'Finance Officer', 'Business Controller - Adhesives Technologies']",0.464067637920379,"{'data': {'extra': None, 'state': 'Lagos State', 'country': 'NG'}, 'most_recent_title': 'Customer Service'}",REJECT_20_TO_50,NG,1021854,CLOSED,SCREENING,1000181.0
215,1018769,"['Cyber Cafe Administrator', 'Technical Support Technician', 'Engineering Intern', 'Technical Assistant', 'Automation Project Manager', 'Founder & CEO']",0.240587323904037,"{'data': {'extra': None, 'state': 'KwaZulu-Natal', 'country': 'ZA'}, 'most_recent_title': 'Financial Accounting & Analysis Specialist'}",REJECT_20_TO_50,ZA,1018769,CLOSED,CONTACTED,1000129.0
216,1021763,"['Customer Service Officer', 'Writer and Mentor', 'Business Writer', 'Logistics Co-ordinator', 'Social Media Lead', 'Supply Chain, Finance Partner', 'Sales Manager', 'Personal Care Category Finance Partner', 'Assistant Financial Accountant', 'Unilever East Africa Marketing Budget Lead and Foods Category Finance Partner', 'Head of Finance']",0.21533453464508,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Accountant'}",REJECT_20_TO_50,KE,1021763,ACTIVE,CONTACTED,1000180.0
217,1012825,"['Account Executive', 'Assistant Public Relations Officer', 'Marketing Analyst', 'Public Relations Officer', 'PR Head of Client Service', 'PR and Advertising Manager', 'Regional Marketing Manager - Africa and the Middle East ']",0.253770351409912,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Direct Sales Representative'}",REJECT_50_TO_70,KE,1012825,CLOSED,INTERVIEWING,1000107.0
218,1019002,"['Area territorial Executive', 'Team Leader Marketing', 'Corporate Business Executive- Advertising', 'Sales Operations Manager', 'Area Sales Manager ', 'Business Operations Manager', 'Head Of Operations', 'Country Manager- Kenya']",0.253443241119384,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Finance Accounting Intern'}",REJECT_20_TO_50,KE,1019002,CLOSED,CONTACTED,1000169.0
219,1018915,"['Data Entry Assistant', 'Industrial Attachment', 'Compliance and Enforcement - Waste Management Intern', 'Compliance and Enforcement - Waste Management Officer', 'Research Officer', 'Junior ESG Consultant', 'Marine Oil Terminal - Pollution Control Intern', 'ESG Consultant']",0.385182619094848,"{'data': {'extra': None, 'state': None, 'country': 'NG'}, 'most_recent_title': 'Project Captain'}",REJECT_20_TO_50,NG,1018915,CLOSED,SCREENING,1000171.0
220,1019468,"['Teller', 'Clearing officer', 'Customer Service Officer', 'Senior Relationship Officer-Account Opening', 'senior relationship officer-cash', 'senior relationship officer- operations admin', 'Operations Manager- Digital Bankin']",0.198614403605461,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Senior Finance Officer'}",REJECT_20_TO_50,KE,1019468,CLOSED,SCREENING,1000166.0
221,1019470,"['payable and cost accountant', 'senior receivable accountant', 'senior treasury accountant', 'senior accountant', 'assistant accounts receivable manager, amea']",0.077817410230636,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Xcess Limited'}",REJECT_BOTTOM_20,KE,1019470,CLOSED,SCREENING,1000151.0
222,1019472,"['Sales Specialist', 'Student Trainee', 'Marketing Specialist', 'Cashier', 'Accountant', 'Marketing Specialist', 'Senior Retail Credit Risk Analyst', 'Senior Corporate Risk Officer', 'Senior Small Business Credit Risk Reviewer', 'Credit Risk Review Manager']",0.42804592847824,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Senior Frontend Engineer'}",REJECT_20_TO_50,KE,1019472,CLOSED,CONTACTED,1000151.0
223,1021765,"['Finance Trainee', 'Compliance, Controls and Ethics ', 'Accounts and Administration Assistant', 'Payable Accountant', 'Senior Accountant']",0.278061062097549,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'General Manager'}",REJECT_50_TO_70,KE,1021765,CLOSED,SHORTLISTED,1000165.0
224,1018758,"['Java Software Developer', 'Adapti Instructor', 'Java Developer', 'Java Developer', 'Java Developer', 'Java Developer', 'Java Developer', 'Java Software Developer', 'Senior Java Developer', 'Senior Java Developer']",0.500001907348632,"{'data': {'extra': None, 'state': None, 'country': 'US'}, 'most_recent_title': 'Consultant'}",ACCEPT_70_TO_100,US,1018758,CLOSED,CONTACTED,1000167.0
225,1020331,"['Teacher', 'Junior Business Analyst', 'Data Analyst', 'Business Intelligence Analyst', 'Junior Data Engineer', 'Technical Assistant']",0.183725476264953,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'Chemical Engineering Intern'}",REJECT_50_TO_70,KE,1020331,CLOSED,SCREENING,1000182.0
226,1019469,"['Collections Specialist', 'Retail credit risk Manager', 'Retail credit assessment head']",0.673816442489624,"{'data': {'extra': None, 'state': None, 'country': 'NG'}, 'most_recent_title': 'Audit Intern'}",ACCEPT_70_TO_100,NG,1019469,CLOSED,CONTACTED,1000151.0
227,1019471,"['Recruiting Specialist', 'Customer Success Specialist ', 'Customer Success Manager/Senior Account Excellence Specialist', 'Customer/Channel Success Manager, East Africa']",0.306976914405822,"{'data': {'extra': None, 'state': None, 'country': 'KE'}, 'most_recent_title': 'IT Assistant'}",ACCEPT_70_TO_100,KE,1019471,CLOSED,CONTACTED,1000166.0
228,1019473,"['Java Software Developer', ' TitleOracle Java Web Development Traning', 'Associate Software Development Consultant', 'Software Development Consultant', 'Senior Java Consultant', 'Software Developer', 'Course Instructor', 'Course Instructor', 'Senior Java Developer']",0.523642838001251,"{'data': {'extra': None, 'state': None, 'country': 'ZA'}, 'most_recent_title': 'Promoter'}",ACCEPT_70_TO_100,ZA,1019473,CLOSED,CONTACTED,1000167.0
